source,target,relationship,description,strength
陷空山无底洞,妖精,dwelling_of,"陷空山无底洞 is the dwelling of the 妖精, as described in the text.",8
唐僧,陷空山无底洞,prisoner_of,唐僧 is a prisoner of the 妖精 in the 陷空山无底洞.,8
八戒,流沙河,origin_of,"八戒 mentions 流沙河 as his original residence, before becoming a disciple of 唐僧.",7
行者,花果山,origin_of,"行者 (Sun Wukong) is from 花果山, as mentioned in his reference to his birthplace.",7
白龙马,大海,origin_of,"白龙马 is from the sea, as mentioned by 八戒 in his plans to return to his original form.",7
唐僧,长安,origin_of,"唐僧 started his journey from 长安, as mentioned in his dialogue.",7
唐僧,妖精,诱惑与被诱惑,妖精试图诱惑唐僧，唐僧虽然陷入困境，但仍保持本心，这表明了他们之间明显的诱惑与被诱惑的关系。,7.5
唐僧,行者,师徒关系,行者在故事中是唐僧的大徒弟，多次暗中帮助唐僧，显示了他们之间深厚的师徒关系。,9.0
妖精,东廊外,位置关系,妖精在东廊外安排陷阱，准备诱惑唐僧，这表明了妖精与东廊外之间的位置关系。,6.0
妖精,草亭道,引领关系,妖精带着唐僧前往草亭道，显示了她与草亭道之间的引领关系。,6.5
唐僧,东土,出发与归宿,东土是唐僧的出发地，取经之路的起点，这体现了唐僧与东土之间的出发与归宿的关系。,7.0
唐僧,雷音,使命与目标,雷音是唐僧取经的最终目的地，代表了他使命的完成，表明了唐僧与雷音之间的使命与目标关系。,8.0
唐僧,行者,师徒关系,唐僧是行者（孙悟空）的师傅，他们在故事中一起经历西天取经的旅程，此处行者正计划救出唐僧，显示他们关系密切。,9.0
唐僧,八戒,师徒关系,八戒（猪八戒）是唐僧的徒弟，他们共同取经，八戒关心师傅的安危，体现了他们之间的师徒情谊。,8.5
唐僧,妖精,对抗关系,妖精想要与唐僧成亲，而唐僧是被迫的，这里展现了他们之间的对抗和矛盾。,7.0
行者,妖精,敌对关系,行者（孙悟空）为了保护唐僧，与妖精对抗，并计划救出师傅，显示他们之间的敌对状态。,8.0
长安,唐僧,出发地关系,唐僧从长安出发去西天取经，长安是他的起点，具有重要的起始意义。,7.5
镇海寺,唐僧,暂住地关系,唐僧在镇海寺投宿并得了伤风，这是他在取经路上的一段经历，体现了暂住地的关系。,6.5
花园,唐僧,行动计划关系,行者计划在花园中救出唐僧，花园成为他们行动的关键地点。,7.0
花园,行者,行动计划关系,行者利用花园作为救援唐僧的场所，显示了花园与行者行动的直接关联。,7.5
东廊,唐僧,囚禁地关系,妖精曾把唐僧送至东廊，这里是唐僧被囚禁的地点。,6.0
三藏,长老,同一人,三藏和长老都是指的唐僧，是同一人的不同称呼，他们在故事中是同一人，因此关系非常紧密。,10
行者,孙悟空,同一人,行者和孙悟空是同一人的不同称呼，行者是孙悟空的别称，两者在故事中是同一位角色，关系非常紧密。,10
长老,妖精,互动关系,长老即唐僧与妖精在花园中有直接的互动，妖精对长老表现出了亲密的举动，因此他们之间存在一定程度的关联。,7
长老,花园,地点关系,长老年与妖精在花园中相遇并发生了一系列互动，花园是这些事件发生的地点，因此他们之间存在特定的地点关系。,6
长老,桃树林,地点关系,长老在桃树林边与妖精讨论阴阳之理，桃树林是这一情节发生的地点，因此与长老存在特定的地点关系。,5
行者,妖精,对抗关系,行者在妖精的肚子里，与妖精存在直接的对抗和斗争，他们之间的关系紧张而直接。,8
妖精,花园,地点关系,妖精在花园中与唐僧相遇，花园是妖精的活动场所，因此他们之间存在特定的地点关系。,6
妖精,桃树林,地点关系,妖精在桃树林边向唐僧解释桃子的阴阳之理，桃树林是这一情节发生的地点，因此与妖精存在特定的地点关系。,5
花园,桃树林,包含关系,桃树林位于花园中，是花园的一部分，因此花园与桃树林之间存在包含关系。,7
花园,浴鹤池,包含关系,浴鹤池是花园中的一个水池，是花园景观的一部分，因此花园与浴鹤池之间存在包含关系。,6
花园,洗觞池,包含关系,洗觞池是花园中的水池之一，是花园景观的一部分，因此花园与洗觞池之间存在包含关系。,6
花园,怡月池,包含关系,怡月池是花园中的水池，是花园景观的一部分，因此花园与怡月池之间存在包含关系。,6
花园,濯缨池,包含关系,濯缨池是花园中的水池，是花园景观的一部分，因此花园与濯缨池之间存在包含关系。,6
花园,夜合台,包含关系,夜合台是花园中的人工建筑，是花园景观的一部分，因此花园与夜合台之间存在包含关系。,6
妖精,蓝桥,提及关系,妖精提到了蓝桥，可能指的是一个与妖精情感有关的地方，因此存在提及关系。,4
妖精,佛庙,提及关系,妖精提到了佛庙，可能与妖精的信仰或者故事背景有关，因此存在提及关系。,4
三藏,行者,师徒关系,三藏是行者的师傅，两者在取经路上互相扶持，共同面对妖精的挑战。,9.0
三藏,沙和尚,师徒关系,沙和尚是三藏的弟子，忠诚地保护师傅，在故事中多次协助对抗妖精。,8.5
三藏,八戒,师徒关系,八戒是三藏的弟子，尽管性格懒惰，但在关键时刻也会挺身保护师傅。,8.0
行者,妖精,敌对关系,行者和妖精多次交战，彼此之间存在直接的冲突和对抗。,9.5
沙和尚,妖精,敌对关系,沙和尚参与了对妖精的战斗，展示了其忠诚于师傅和取经团队的精神。,8.0
八戒,妖精,敌对关系,八戒也参与了与妖精的战斗，尽管有时犹豫不决，但最终仍站在了对抗妖精的一边。,7.5
妖精,洞,居住关系,洞是妖精的居所，妖精在洞中设下了陷阱和计谋，与故事情节紧密相关。,8.0
行者,洞口,战略位置关系,行者把守洞口，显示了洞口在战斗中的重要地位，是故事中的关键地点。,8.5
好大圣,唐僧,师徒关系,好大圣即孙悟空，是唐僧的徒弟，他们之间存在师徒关系。文中提到孙悟空在寻找唐僧，并计划上天堂玉帝前告状以救出师父，显示了他们之间紧密的关系。,9.0
好大圣,妖精宅,入侵者与场所关系,孙悟空闯入妖精宅，作为入侵者与其存在直接关系。他在此地发现线索，判断出妖精的身份，这表明他与妖精宅之间有显著的互动。,7.5
好大圣,尊父李天王之位,敌对关系,孙悟空通过牌子推断妖精可能是李天王的女儿，因此他与李天王之间存在潜在的敌对关系。行者计划告状，显示了他与李天王之间的冲突。,8.0
好大圣,尊兄哪吒三太子位,敌对关系,哪吒是李天王的儿子，孙悟空认为妖精可能是哪吒的妹妹，因此与哪吒也存在敌对关系。这种关系通过他计划告状的行为得到体现。,7.0
唐僧,洞内,被囚禁关系,唐僧被妖精摄陷在洞内，他被困于此，与洞内存在被囚禁的关系。文中提到孙悟空寻找唐僧但洞内无人迹，突显了这种关系。,7.5
唐僧,妖精宅,受害者与场所关系,唐僧被妖精在妖精宅中摄陷，作为受害者与其存在关系。文中描述了唐僧被摄去的情景，体现了这种受害关系。,8.0
唐僧,下方陷空山无底洞,被迷惑关系,孙悟空推测唐僧被李天王之女在下方陷空山无底洞迷惑，这表明唐僧与该地点存在被迷惑的关系。,7.0
行者,后头,探索者与场所关系,行者通过线索判断并前往妖精宅的后头探索，显示了他与该地点的探索者关系。,6.5
行者,三间倒坐儿,发现者与场所关系,行者在三间倒坐儿中发现了关键的牌位，这使他成为了该地点的发现者。,6.0
行者,天堂玉帝前,诉讼者与场所关系,行者计划前往天堂玉帝前告状，这使他成为了诉讼者，与该地点存在直接的关系。,7.0
状告人孙悟空,东土唐朝,起源关系,孙悟空在告状时自称来自东土唐朝，这是他的起源地，因此他与东土唐朝存在起源关系。,5.5
好大圣,南天门,途径关系,好大圣执着牌位香炉，驾云直至南天门外，表明他在前往目的地的过程中经过了南天门。,7
好大圣,大力天王,尊敬关系,大力天王见好大圣不敢拦阻，并让他进入南天门，显示了大力天王对好大圣的尊敬。,6
好大圣,护国天王,尊敬关系,护国天王与大力天王一样，对好大圣恭敬，让他通过南天门。,6
好大圣,张葛许邱四大天师,询问关系,四大天师迎面作礼并询问好大圣的来意，表明他们之间存在互动和询问的关系。,5
好大圣,玉帝,告发关系,好大圣携带状子到通明殿下启奏，显示了他向玉帝告发某事的行为。,8
玉帝,西方长庚太白金星,命令关系,玉帝指派太白金星领旨去云楼宫宣读圣旨，体现了玉帝对太白金星的命令关系。,9
太白金星,云楼宫,前往关系,太白金星领旨前往云楼宫，显示了太白金星与云楼宫之间的移动关系。,7
太白金星,李天王,传达关系,太白金星到云楼宫宣读圣旨给李天王，显示了太白金星作为传达者的角色。,8
行者,李天王,告发关系,行者告发李天王，显示二者之间存在告发与被告发的直接关系。,9
李天王,金吒,父子关系,李天王介绍自己的长子金吒，表明他们之间存在父子关系。,10
李天王,木叉,父子关系,李天王介绍自己的次子木叉，表明他们之间存在父子关系。,10
李天王,哪吒,父子关系,李天王与哪吒的复杂关系，包括生育、冲突和和解，体现了深厚的父子关系。,10
李天王,贞英,父女关系,李天王提到自己有一个女儿贞英，直接表明了父女关系。,10
李天王,巨灵神,指挥关系,李天王叫手下的巨灵神等捉拿行者，显示了指挥与被指挥的关系。,8
李天王,如来,求助关系,李天王因哪吒之事求助于如来，并得到如来的帮助和化解。,9
哪吒,如来,救助关系,如来救活了哪吒，并化解了他与李天王的冤仇，体现了如来对哪吒的救助。,9
孙悟空,唐僧,保护关系,孙悟空搜寻陷害唐僧的妖精，并携带牌位香炉告发，显示了他保护唐僧的决心。,8
天王,金星,同事关系,天王与金星均为天宫中的神祇，在本段中金星调解了天王与行者的矛盾，显示他们之间存在一种工作上的协作关系。,7
天王,行者,对手关系,天王与行者之间存在矛盾，但在金星的调解下关系得到缓解。天王最终帮助行者解开束缚，显示了他们之间的复杂关系。,5
金星,行者,调解者与被调解者关系,金星作为调解者，帮助解决行者与天王之间的冲突，并协助行者返回天宫，显示了他们之间特殊的互动关系。,8
行者,玉帝,君臣关系,行者（孙悟空）在天宫中曾是玉帝下属的齐天大圣，在本段中金星向玉帝回禀行者的事情，体现了他们之间的上下级关系。,6
行者,花果山,出生地关系,花果山是行者的出生地和早期根据地，对他具有重要意义，虽然本段中未直接描述，但提及行者的过去与花果山有关。,4
天宫,南天门,所属关系,南天门是天宫的一部分，作为天宫的门户，在本段中天王在南天门外点兵等候行者，体现了它们之间的从属关系。,7
南天门,陷空山,行动起点与终点关系,南天门是行者和天兵天将出发的地点，而陷空山是他们的目的地，两者在本段中构成了一种空间上的起点与终点的关系。,5
行者,陷空山,行动者与地点关系,陷空山是妖精所居之地，行者与天兵天将来到这里收服妖精，显示了行者与这个地点之间的直接关联。,6
行者,无底洞,探险关系,文中描述了行者对无底洞进行探索，这表明他们之间存在探险关系。,7.5
三太子,无底洞,捉妖关系,三太子奉旨降妖，与行者一同探索无底洞，这体现了他们与无底洞之间的捉妖关系。,8.0
天王,无底洞,指挥关系,天王在无底洞外指挥众人捉妖，显示了他们之间的指挥与被指挥的关系。,7.0
唐僧,无底洞,被囚关系,唐僧被妖精捉到无底洞内，这体现了唐僧与无底洞之间的被囚关系。,8.5
老怪,无底洞,居住关系,老怪是无底洞中妖精的首领，他们之间存在居住关系。,9.0
行者,三太子,合作关系,行者和三太子一同捉妖，显示了他们之间的合作关系。,8.0
行者,唐僧,师徒关系,行者是唐僧的大徒弟，他们在文中展现出师徒关系。,9.5
三太子,唐僧,救助关系,三太子帮助行者救出唐僧，这体现了他们之间的救助关系。,8.5
天王,三太子,父子关系,文中提到三太子是天王之子，他们之间存在父子关系。,9.0
老猪,唐僧,师徒关系,老猪是唐僧的二徒弟，这体现了他们之间的师徒关系。,8.0
沙僧,唐僧,师徒关系,沙僧是唐僧的三徒弟，这体现了他们之间的师徒关系。,8.0
八戒,唐僧,师徒关系,八戒是唐僧的二徒弟，这体现了他们之间的师徒关系。,8.0
老怪,唐僧,敌对关系,老怪捉住唐僧，试图逼婚，这体现了他们之间的敌对关系。,9.0
小孩儿,路旁,出现关系,小孩儿在路旁与老母一起出现，这体现了他们之间的出现关系。,6.0
行者,唐僧,师徒关系,行者是唐僧的大徒弟，多次使用智谋帮助唐僧，如建议伪装成俗人等，显示他们之间有紧密的师徒关系。,9
行者,八戒,师兄弟关系,行者与八戒同属唐僧的徒弟，在本段中，行者特别为八戒改制头巾，体现他们之间有师兄弟之间的互助关系。,8
行者,沙僧,师兄弟关系,行者与沙僧同属唐僧的徒弟，沙僧听从行者的建议伪装自己，显示他们之间有良好的师兄弟关系。,8
唐僧,灭法国,途径关系,唐僧需要途径灭法国前往西天取经，由于国王无道，唐僧必须伪装自己以安全通过，体现了他们之间的途径关系。,7
行者,灭法国,策略对抗关系,行者为了帮助师傅唐僧通过灭法国，使用了策略和智谋，与灭法国的无道国王形成对抗关系。,8
王小二,饭店,所有者关系,王小二是饭店的所有者，他的衣物被行者借去用于伪装，显示他与饭店的所有者关系。,6
唐僧,城池,途径关系,唐僧需要通过城池前往西天，城池的描述和行者的熟悉程度，显示了唐僧与城池之间的途径关系。,5
行者,城池,策略运用关系,行者对城池的街道和方言都很熟悉，并在此地实施了伪装策略，显示他与城池之间存在策略运用关系。,7
行者,斜对门一家,住宿关系,行者带领师傅和师弟们在斜对门一家安歇，显示了行者与这家店之间的住宿关系。,6
唐僧,楼,住宿关系,唐僧在行者的带领下在楼上安歇，并与徒弟们在月光下坐下，体现了唐僧与楼之间的住宿关系。,5
行者,赵寡妇,客主关系,行者在赵寡妇店中住宿，赵寡妇作为店主对待行者非常热情，提供了不同的住宿和餐饮服务，因此他们之间存在明显的客主关系。,7.5
行者,三藏,师徒关系,行者和三藏是《西游记》中的师徒关系，在整个故事中行者作为大徒弟保护唐僧取经，此处行者遵从三藏的意见，安排住宿，体现了紧密的师徒关系。,9.0
行者,沙僧,师兄关系,行者和沙僧同属唐僧的徒弟，行者在此处指挥沙僧行动，表明他们之间有师兄和师弟的关系。,8.0
行者,猪八戒,师兄关系,行者和猪八戒也是同门师兄，他们之间的互动体现了相互之间的师兄关系，尽管猪八戒有懒惰贪吃的习性，但行者仍然关照他。,7.0
赵寡妇,赵妈妈,母女关系,赵寡妇提到赵妈妈是她的母亲，并且两人一起经营旅店，这表明他们之间存在母女关系。,8.5
赵寡妇店,后屋,所属关系,后屋是赵寡妇店的一部分，用于拴马和存放草料，因此存在所属关系。,6.0
赵寡妇店,楼上,所属关系,楼上提供住宿服务，属于赵寡妇店的设施，因此存在所属关系。,6.5
赵寡妇店,柜,所属关系,柜子作为赵寡妇店中提供的一种临时住宿方式，同样属于旅店的设施，存在所属关系。,5.5
三藏,楼上,住宿关系,三藏关心住宿的安全，对楼上的环境表示担忧，这体现了三藏与楼上住宿地点之间的关系。,5.0
行者,楼上,住宿关系,行者在考虑住宿地点时，对楼上的安全性提出疑问，这表明行者和楼上住宿地点之间的关系。,5.5
行者,后屋,使用关系,行者关心自己的马，询问并安排马在后屋吃草料，这体现了行者和后屋之间的使用关系。,4.5
行者,八戒,师兄弟关系,行者和八戒都是唐僧的徒弟，他们一同旅行，共同面对困难，关系密切。在这段文本中，行者还与八戒在柜中相互对话，体现了他们之间的互动和了解。,8.0
行者,三藏,师徒关系,行者和三藏是师徒关系，行者作为大徒弟，对师傅三藏的安全和任务完成非常关心，多次在危难时刻保护三藏。,9.0
行者,沙僧,师兄弟关系,行者和沙僧都是唐僧的徒弟，一同经历取经之路的艰辛，沙僧在故事中虽然话不多，但经常支持行者。,7.5
行者,灭法国王,对手关系,行者与灭法国王之间存在误会和对抗，但最终通过行者的智慧和神通，使得灭法国王改变心意。,6.0
行者,巡城总兵,间接对手关系,巡城总兵在故事中是捉拿盗贼的官员，而行者则需要应对因盗贼引起的一系列麻烦，他们之间虽然没有直接冲突，但存在间接的对抗性。,5.5
柜里,行者,藏身关系,行者和其他三人因躲避强盗而藏在柜中，这是他们之间的共同经历，增强了他们之间的团结。,7.0
柜里,八戒,藏身关系,八戒和行者一同藏在柜中，这段经历加深了他们之间的相互理解。,7.0
柜里,三藏,藏身关系,三藏作为师傅，与徒弟们一同藏在柜中，体现了师徒共患难的精神。,7.0
柜里,沙僧,藏身关系,沙僧也参与了藏在柜中的行动，这是他们共同的经历。,7.0
城东,强盗,逃离关系,强盗将大柜抬往城东逃离，这是强盗的行动地点。,6.5
皇宫,灭法国王,居所关系,皇宫是灭法国王的居所，他在这里被行者的神通所感化。,7.5
皇宫,行者,行动场所关系,行者进入皇宫施展神通，改变灭法国王的心意，是故事的重要转折点。,8.0
皇宫,三藏,受困关系,三藏在皇宫中因误会而受困，等待行者解救。,7.0
五府六部,行者,行动场所关系,行者在五府六部中剃去宫中人的头发，这是他施展神通的地方。,7.0
五府六部,宫中人,受影响关系,宫中人在五府六部中被行者剃去头发，影响了整个皇宫的氛围和国王的态度。,6.0
三藏,太宗,师徒关系,三藏是太宗派遣去西天取经的僧人，他们之间是君臣和师徒的双重关系。,9.0
三藏,行者,师徒关系,行者是三藏的大徒弟，他们一同西行取经，有着深厚的师徒情谊。,9.5
三藏,八戒,师徒关系,八戒是三藏的二徒弟，尽管有时懒惰和贪吃，但仍然是师徒团队重要的一员。,8.0
三藏,沙和尚,师徒关系,沙和尚是三藏的三徒弟，忠诚可靠，是师徒四人中的重要角色。,8.5
行者,八戒,兄弟关系,行者与八戒是同门师兄弟，一同保护三藏西天取经，有共同的目标和任务。,9.0
行者,国王,救助关系,行者通过智慧和力量帮助国王解决问题，并且引导国王皈依佛教。,7.0
国王,二臣,君臣关系,二臣是国王的臣子，听从国王命令，忠诚地执行任务。,8.0
光禄寺,国王,服务关系,光禄寺是为国王办理宴会的官署，体现了对国王的服务和服从。,7.5
法国,国王,归属关系,国王是法国的统治者，国家与君主之间存在直接的归属关系。,9.0
灵山,三藏,象征关系,灵山在文中象征着佛教的圣地，对三藏具有精神和信仰上的重要意义。,8.0
山上,三藏,旅程关系,山上是师徒四人旅途中经过的一处地点，对他们而言是路途中的一个挑战和经历。,6.0
山上,行者,旅程关系,行者在山上展现出智慧和勇气，与山上环境相互作用。,6.5
山上,八戒,旅程关系,八戒在山上同样经历了挑战，与山上环境构成旅程中的互动。,5.5
山上,沙和尚,旅程关系,沙和尚在山上体现了忠诚和保护师兄弟的责任。,6.0
三藏,行者,师徒关系,三藏是行者的师傅，两者一同西行取经，在故事中有多处明显的互动和对话，体现出紧密的师徒关系。,9
三藏,八戒,师徒关系,八戒是三藏的徒弟，一同西行取经，尽管八戒性格贪吃懒惰，但在故事中仍表现出对师傅的尊敬和服从。,8
三藏,沙僧,师徒关系,沙僧是三藏的徒弟，忠诚老实，辅助师傅西行取经，虽然没有过多描写，但存在明确的师徒关系。,7
行者,八戒,兄弟关系,行者与八戒是师兄弟，一同保护三藏西行，两者在故事中互动频繁，相互帮助，体现出深厚的兄弟情谊。,9
行者,妖精,敌对关系,行者和妖精在故事中处于对立面，行者保护师傅，妖精企图吃掉唐僧，两者之间存在明显的敌对关系。,10
八戒,妖精,敌对关系,八戒与妖精在山凹中发生战斗，体现出两者之间的敌对关系，八戒力图保护师傅和兄弟。,9
行者,村庄,误导关系,行者误以为村庄是善良好客之地，实际上是妖精布下的假象，这体现了行者对村庄的误解和被误导的关系。,6
八戒,村庄,误导关系,八戒同样被村庄的假象所迷惑，想去吃斋，结果陷入妖精的包围，这体现了八戒与村庄之间的误导关系。,6
妖精,村庄,掩饰关系,妖精利用村庄的假象来掩饰自己的真实意图，这个关系显示了妖精的狡猾和欺骗性。,7
妖精,山凹,活动地点关系,妖精在山凹中摆开圈子阵，与八戒进行战斗，山凹是妖精的活动地点，体现了地点与角色的关系。,5
八戒,山前,战斗地点关系,八戒在山前与妖精进行战斗，这是八戒展示武艺和勇敢的地点，体现了地点与角色的关系。,5
八戒,高庄,情感关系,八戒曾在高庄喜结亲，这个地点对八戒来说有特殊的情感意义，体现了地点与角色的情感联系。,4
妖精,唐僧,捕食关系,妖精企图吃掉唐僧以求延寿长生，这是典型的捕食者与猎物的关系。,9
妖精,猪八戒,敌对关系,妖精与猪八戒在对战中形成敌对关系，妖精曾败于猪八戒之手。,8
妖精,孙悟空,敌对关系,妖精深知孙悟空的厉害，曾有小妖描述过孙悟空的神通，因此他们之间存在明显的敌对关系。,9
妖精,沙和尚,敌对关系,虽然文中没有直接描述妖精与沙和尚的交手，但沙和尚是唐僧的徒弟，与妖精形成敌对。,7
小妖,妖精,从属关系,小妖是妖精的手下，提出计谋帮助妖精捉拿唐僧，体现出从属关系。,8
小妖,唐僧,间接敌对关系,小妖通过提出分瓣梅花计帮助妖精捉拿唐僧，与唐僧形成间接敌对关系。,6
小妖,猪八戒,间接敌对关系,小妖的计谋中包括对战猪八戒，因此存在间接敌对关系。,6
小妖,孙悟空,间接敌对关系,小妖的计谋中提到害怕孙悟空的报复，因此存在间接敌对关系。,7
小妖,沙和尚,间接敌对关系,小妖的计谋同样针对沙和尚，因此也存在间接敌对关系。,6
本洞,妖精,居所关系,本洞是妖精的居所，所有行动都围绕这里展开，具有非常紧密的关系。,10
本洞,小妖,居所关系,小妖居住在本洞中，是妖精的手下，与妖精共同使用这个居所。,9
狮驼岭狮驼洞,妖精,历史关系,文中提到有妖精曾在狮驼岭狮驼洞居住，与妖精有历史联系。,5
狮驼岭狮驼洞,小妖,历史关系,有小妖曾居住在狮驼岭狮驼洞，与该地点有历史联系。,4
太宗,长老,君臣关系,太宗是唐朝皇帝，下达取经任务给长老，体现君臣之间的命令与服从关系。,9
长老,樵子,同情关系,长老对樵子的遭遇表示同情，两人虽处境不同，但长老表现出对普通人的关怀。,6
孙行者,猪八戒,同伴关系,孙行者和猪八戒都是唐僧的徒弟，共同寻找被妖精捉走的师父，具有紧密的合作关系。,8
孙行者,沙僧,同伴关系,孙行者和沙僧同样都是唐僧的徒弟，一起行动寻找师父，有共同的使命和目标。,7
孙行者,妖精,敌对关系,孙行者和妖精之间存在直接的对抗，孙行者试图救出被妖精捉住的师父。,9
妖精,先锋,从属关系,先锋是妖精的手下，提出计策帮助妖精对抗孙行者，表现出上下级的关系。,7
长老,山,遭遇地点,长老在山中遭遇了樵子，并且与妖精的事件也发生在山中，地点与事件紧密相关。,6
妖精,隐雾山折岳连环洞,居住地关系,妖精居住在隐雾山折岳连环洞，该地点是故事中的重要场景，与妖精的身份紧密相关。,8
八戒,行者,师兄弟关系,八戒和行者共同行动，对抗妖魔，互相协助，表现出紧密的师兄弟关系。,9
行者,沙和尚,师兄弟关系,行者和沙和尚一起行动，沙和尚留守守护行李马匹，表现出师兄弟之间的信任与合作。,8
八戒,沙和尚,师兄弟关系,八戒和沙和尚一起为师傅报仇，彼此配合，显示了他们之间的师兄弟情谊。,8
老妖,先锋,上下级关系,老妖是南山大王，先锋是其手下，他们之间有指挥与被指挥的关系。,7
老妖,南山,活动区域,老妖自称南山大王，南山是其活动的地方，两者之间存在地域上的关联。,6
行者,花果山,出生地关系,行者即孙悟空，花果山是他的故乡，两者之间存在出生地的联系。,7
唐僧,东土大邦上国,出发地关系,唐僧从东土大邦上国出发去取经，两者之间存在出发地与人物的关系。,6
唐僧,西方极乐,目的地关系,唐僧取经的目的是到达西方极乐世界，两者之间存在目的地与人物的关系。,7
老妖,剥皮亭,领地设施,剥皮亭是老妖存放人头的场所，显示了老妖对其领地的控制。,5
行者,老怪,对手关系,行者和老怪在故事中展开斗智斗勇，行者为了救出师父唐僧与老怪进行了一系列的智斗和战斗，因此他们之间存在明显的对手关系。,9
行者,唐僧,师徒关系,行者是唐僧的大徒弟，对唐僧极为忠诚，不惜与妖怪斗争以救出师父，这体现了他们之间深厚的师徒关系。,10
八戒,唐僧,师徒关系,八戒是唐僧的二徒弟，虽然性格急躁，但他对唐僧的安危同样非常关心，与行者一同前往救师父，显示了他们的师徒情谊。,9
沙僧,唐僧,师徒关系,沙僧是唐僧的三徒弟，对唐僧被捉感到非常悲伤，虽然在本故事中未直接参与斗法，但他的情感表现出了师徒之间的紧密联系。,8
老怪,小妖,主仆关系,老怪指挥小妖搬运石块堵门，并且小妖们听从老怪的命令和安排，这表明他们之间是主仆或领导者与追随者的关系。,8
小妖,洞,居住关系,小妖们在洞中活动，听从老怪的命令堵住洞门，说明他们居住在这个洞中，存在居住关系。,7
唐僧,洞,被囚关系,唐僧被妖怪捉到洞中并计划被吃掉，他被囚禁在这个洞里，因此与洞之间存在被囚关系。,8
行者,园子,救援关系,行者最终在园子中找到了被绑的唐僧，并进行解救，他们之间因此存在救援关系。,9
行者,中堂,潜入关系,行者变为蚂蚁儿潜入中堂，以观察老怪和小妖的情况，这表示他与中堂之间存在潜入关系。,8
行者,旁门,破坏关系,行者打破旁门以便救出唐僧，他与旁门之间存在破坏关系。,8
行者,长老,师徒关系,行者是长老的大徒弟，多次帮助师傅脱险，体现出了紧密的师徒关系。,9.0
长老,悟能,师徒关系,悟能是长老的二徒弟，尽管性格贪吃懒惰，但仍然忠诚于师傅，表现出了师徒之间的联系。,8.0
长老,悟净,师徒关系,悟净是长老的三徒弟，忠诚可靠，与师傅之间有着稳定的师徒关系。,8.5
行者,八戒,兄弟关系,八戒是行者二师弟，他们共同行动，互相协助，有着深厚的兄弟情谊。,8.5
行者,沙和尚,兄弟关系,沙和尚是行者的三师弟，他们共同保护师傅，完成取经任务，关系密切。,8.0
八戒,唐僧,师徒关系,八戒是唐僧的二徒弟，尽管性格直率，但对师傅非常尊敬，形成了师徒之间的纽带。,7.5
樵子,老妖,敌对关系,樵子被老妖捉拿，两者之间存在明显的敌对关系，后被行者等人解救。,6.0
樵子,老妪,母子关系,老妪是樵子的母亲，对儿子被救回来感到非常高兴，并款待唐僧一行人，体现了深厚的母子情感。,9.0
长老,石崖,行进关系,石崖是师徒们行进途中经过的险峻地形，是他们旅途经历的一部分。,5.0
长老,舍下,访问关系,舍下是樵子的家，长老在此受到款待，表现出了访问者与地点的关系。,7.0
长老,西天,目的关系,西天是唐僧师徒的目的地，他们为了取经而前往，有着明确的目的关系。,9.0
樵子,洞府,受害关系,樵子曾被关在洞府中，与洞府存在受害关系，后被师徒解救。,6.5
三藏,孙悟空,师徒关系,三藏是孙悟空的师傅，在文中指导孙悟空行动，体现了师徒之间的关系。,9
三藏,猪八戒,师徒关系,三藏是猪八戒的师傅，猪八戒在文中跟随三藏，体现了师徒之间的关系。,9
三藏,沙僧,师徒关系,三藏是沙僧的师傅，沙僧在文中作为三藏的随从，体现了师徒之间的关系。,9
东海老龙王,孙悟空,求助关系,孙悟空召唤东海老龙王来降雨，老龙王听从并解释了不能擅自降雨的原因，体现了求助与回应的关系。,8
玉帝,孙悟空,授权关系,孙悟空向玉帝请旨降雨，玉帝设定条件并指导孙悟空如何解决问题，体现了授权与服从的关系。,8
太宗,三藏,派遣关系,虽然文本中未明确说明，但根据常见情节，太宗派遣三藏去西天取经，存在派遣关系。,7
凤仙郡,东海老龙王,求助对象关系,凤仙郡遭受旱灾，需要东海老龙王降雨援助，体现了求助对象之间的关系。,7
玉帝,凤仙郡,审判关系,玉帝因凤仙郡官员的不敬而对该地进行惩罚，体现了神对其子民的审判关系。,8
三藏,凤仙郡,援助关系,三藏师徒为了援助凤仙郡的旱情而停留，并尝试祈雨，体现了援助关系。,8
三藏,玉帝,信仰关系,三藏作为佛教徒，对玉帝这样的道教神祇存在一定的信仰关系。,6
孙悟空,西天门外,目的地关系,孙悟空前往西天门外寻求降雨的圣旨，体现了目的地之间的关系。,7
孙悟空,披香殿,任务关系,孙悟空在披香殿得知降雨的条件，这体现了他的任务与地点之间的关联。,7
行者,三藏,师徒关系,行者是三藏的大徒弟，保护并协助师傅取经，此处行者又帮助三藏解决问题，关系非常紧密。,9.0
行者,八戒,师兄弟关系,行者与八戒是同门师兄弟，共同保护三藏西天取经，此处行者与八戒对话，显示出师兄弟间的互动和关心。,8.5
行者,沙僧,师兄弟关系,行者与沙僧是同门师兄弟，共同保护三藏西天取经，沙僧在此处支持行者行动，体现了师兄弟间的合作。,8.0
行者,郡侯,救助者与被救助者关系,行者为了救助郡侯所辖之地的人民，指导郡侯如何求得降雨，二者之间存在直接的救助关系。,7.5
行者,玉皇,尊卑关系,行者曾为天庭所录用，对玉皇大帝有尊卑之分，此处行者通过玉皇的指示去解决问题，显示了二者之间的尊卑关系。,7.0
